datetime,year,month,day,dayofweek,weekdayend,EnergyUse,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
11/24/2019,2019,11,24,Sunday,end,5305.02,44,37.2,40.2,37.3,30.5,33.9,35.4,84.3,0.758,100,50,rain,0,0,28.8,14.8,310.5,997.1,68,7.2,26.3,2.2,1
11/25/2019,2019,11,25,Monday,day,4790.94,53.1,34.9,42.9,53.1,30.9,40.3,33.7,70.5,0,0,0,,0,0,19.9,9.1,237.7,1009.5,4.9,9.4,38.8,3.3,3
11/26/2019,2019,11,26,Tuesday,day,4208.4,60.4,33.9,45.9,60.4,33.9,45.7,36.8,73,0,0,0,,0,0,14.3,6.9,212.2,1015.5,0.1,8.2,41.1,3.4,4
11/27/2019,2019,11,27,Wednesday,day,3406.2,57.1,39.7,49.2,57.1,39.4,48.9,43.4,81.5,0,0,0,,0,0,31.6,19.1,215.6,1009.5,64.5,9,25.8,2.3,1
11/28/2019,2019,11,28,Thursday,day,4268.46,53,37.1,45.3,53,28.9,39.2,28.7,52.8,0,0,0,,0,0,38.4,25.9,314.8,1012.6,49.1,9.9,47.5,4,3
11/29/2019,2019,11,29,Friday,day,6123.18,41.1,29.9,35.3,36.1,22.3,28.9,22.9,60.8,0,0,0,,0,0,24.2,15.7,339.6,1021.8,2,9.9,41.7,3.7,3
11/30/2019,2019,11,30,Saturday,end,6372.24,43.1,30.7,35.2,41.4,26.9,32.2,19,52.9,0,0,0,,0,0,14.5,8,331.4,1017.2,16.2,9.9,44.3,3.9,2
12/1/2019,2019,12,1,Sunday,end,6797.7,37.4,27.2,32.8,28.5,21,24.9,26.8,79.6,0.453,100,37.5,"rain,snow",0.2,0.1,30.8,22.3,49.2,1007.7,74,7,9.8,0.8,0
12/2/2019,2019,12,2,Monday,day,6758.22,36.1,33.2,34.3,29.2,24.7,26.6,32.8,94.2,0.235,100,62.5,"rain,snow",1.2,0.6,25.3,12.7,345.5,999.2,88.1,6.4,22.9,2,1
12/3/2019,2019,12,3,Tuesday,day,6828.36,38.2,30.1,34,33.2,21,26.4,23.6,67.3,0.012,100,8.33,"rain,snow",0.4,0.3,32.9,22.5,307.6,1001.7,31.1,9.1,37.2,3.1,4
12/4/2019,2019,12,4,Wednesday,day,6367.62,39.9,32.1,35.8,39.9,27.1,32,30.1,80.1,0.012,100,4.17,rain,0,0.1,21.7,8.8,239.5,1001,72.8,8,20.7,1.9,1
12/5/2019,2019,12,5,Thursday,day,6413.82,42.3,34.2,38,35,29,32,26,63.8,0,0,0,,0,0,29.8,15.1,288.1,1009.3,77.3,9.4,40.9,3.6,2
12/6/2019,2019,12,6,Friday,day,5992.56,47.9,30.9,40.1,44.1,26.3,35.7,27.2,60.6,0.001,100,4.17,rain,0,0,28.6,17.5,239.5,1018.2,65.7,9.9,36.9,3.1,2
12/7/2019,2019,12,7,Saturday,end,6837.18,38.3,25,33.1,35.1,23.6,28.2,18.5,55.3,0,0,0,,0,0,21.9,12.6,334.4,1027.5,0.3,9.9,47.1,4.2,4
12/8/2019,2019,12,8,Sunday,end,7077.42,41.1,19.9,30.8,35.9,12.7,27,20.2,66.2,0,0,0,,0,0,17.4,10.1,173.8,1031.2,12.6,9.9,40.1,3.5,2
12/9/2019,2019,12,9,Monday,day,4701.9,53.2,38.1,44.8,53.2,34.9,43.1,43.5,95.2,1.357,100,79.17,rain,0,0,45.4,17.3,202.8,1016,96.2,4.3,14.7,1.3,1
12/10/2019,2019,12,10,Tuesday,day,3457.02,56.2,38.2,53,56.2,32.1,52.1,49.4,87.6,0.208,100,58.33,rain,0,0,29.8,17.1,243.9,1010.5,78.9,9,10,0.8,0
12/11/2019,2019,12,11,Wednesday,day,6288.24,38.1,30.8,33.6,32.2,21.7,28.4,26,75.4,0.146,100,50,"rain,snow",0.4,0.2,22.6,11.3,280.7,1025.1,58.2,7.8,31.9,2.7,3
12/12/2019,2019,12,12,Thursday,day,6848.94,35.2,24.2,29.2,34.3,17.2,25.4,14.4,53.9,0,0,0,,0,0,20.1,10.1,342,1037.9,0,9.9,33.8,2.9,3
12/13/2019,2019,12,13,Friday,day,5626.74,48.1,25.1,38,42.9,20.6,33.8,33,82.2,0.397,100,33.33,rain,0,0,23.7,12.3,37.9,1025,79.7,7.8,23.3,2,1
12/14/2019,2019,12,14,Saturday,end,3424.68,56,43,49.6,56,35.8,47.5,47.3,91.9,0.392,100,58.33,rain,0,0,29.7,18.2,304.1,996.2,85.6,5.7,22.3,1.9,1
12/15/2019,2019,12,15,Sunday,end,5271.84,47,35,41.6,40.9,29,35.4,27.4,57.6,0,0,0,,0,0,33,21.4,272.2,1010.1,41.3,9.9,41.7,3.6,3
12/16/2019,2019,12,16,Monday,day,6313.44,35.3,32,33.9,35.3,25.9,30.5,23.7,66.7,0.149,100,25,"rain,snow",0,0,15.2,6.5,45.3,1023,86,8.7,11.9,1,1
12/17/2019,2019,12,17,Tuesday,day,6191.64,42.1,32.1,34.1,35.5,24.5,27.4,31.6,91.5,0.836,100,79.17,"rain,snow",0,0.1,37.8,12.3,27.6,1009.4,96,6.1,6.6,0.6,0
12/18/2019,2019,12,18,Wednesday,day,6372.66,36.1,22,31.6,28.5,10.7,23.3,21.2,65.7,0,0,0,,0,0,29.3,16.7,286.8,1012.1,46.6,9.8,23.4,1.9,2
12/19/2019,2019,12,19,Thursday,day,8044.68,27.1,16.1,21,22.9,1.3,11,6.4,53,0,0,0,,0,0.5,30.8,18,302.5,1027.1,11.2,9.9,35.6,2.9,3
12/20/2019,2019,12,20,Friday,day,7273.98,34.2,17.5,25.9,28.6,12.5,20.4,13.4,59.9,0,0,0,,0,0.1,20.6,12.6,331.2,1034.1,10.8,9.9,34.3,2.9,4
12/21/2019,2019,12,21,Saturday,end,7338.24,34.2,19.2,25.7,34.2,14.4,23.7,17.3,70.5,0,0,0,,0,0,9.4,4.6,357.7,1034.5,5,9.7,40.9,3.5,2
12/22/2019,2019,12,22,Sunday,end,6099.66,47.2,20,32.8,44.3,14.4,29.1,23.1,69.6,0,0,0,,0,0,18.3,11.3,246.5,1026.9,0,7.9,33.4,2.8,3
12/23/2019,2019,12,23,Monday,day,5224.8,55.2,29,40.5,55.2,24,37.5,27.7,62.5,0,0,0,,0,0,14.5,7,239.1,1019,0,8,32.7,2.7,3
12/24/2019,2019,12,24,Tuesday,day,4897.2,50.2,33,41.5,50.2,27.2,37.8,26,55.2,0,0,0,,0,0,19,10.5,8.2,1018.6,0,9.6,37.1,3.3,3
12/25/2019,2019,12,25,Wednesday,day,5688.48,45.3,25,34.6,45,18.6,31.5,22.6,62,0,0,0,,0,0,10.7,6.3,338.2,1021.5,0,9.9,33.8,2.9,3
12/26/2019,2019,12,26,Thursday,day,5446.56,46.4,26.9,36.2,43.3,21.9,33.1,31.4,83.1,0,0,0,,0,0,13.4,7.7,49.7,1024.9,34.1,7.7,51.6,4.4,3
12/27/2019,2019,12,27,Friday,day,3621.24,52.3,42.1,46.8,52.3,39.6,45.9,42,83.8,0,0,0,,0,0,14.5,10.3,224.8,1023.4,69.9,9.3,36.8,3.3,2
12/28/2019,2019,12,28,Saturday,end,3810.66,51.7,37.9,44.2,51.7,33.8,42.4,37.3,78.1,0,0,0,,0,0,15.2,9,306.2,1022.3,1.2,7.4,50.4,4.4,3
12/29/2019,2019,12,29,Sunday,end,4800.6,46,31,39.6,42.1,26.8,36.1,35.2,84.6,0.269,100,41.67,rain,0,0,15.2,9,78.1,1020.3,75.4,7.1,23.8,2.1,1
12/30/2019,2019,12,30,Monday,day,4762.38,45.1,38.2,42.4,39.9,30.9,34.9,40.4,92.5,0.536,100,70.83,rain,0,0,36,20.8,54.5,1007,96.8,4.9,8.7,0.6,0
12/31/2019,2019,12,31,Tuesday,day,4844.28,44.2,37.1,40,40.8,31.3,35.9,35.2,83.5,0,0,0,,0,0,25.5,11.5,278.8,1004.6,83.2,9.4,35.8,3.1,2
1/1/2020,2020,1,1,Wednesday,day,5806.5,39.1,27.8,35.7,34.6,24.4,29.6,22.4,58.5,0,0,0,,0,0,28.3,17.3,289.4,1008.5,58.2,9.9,26.2,2.4,1
1/2/2020,2020,1,2,Thursday,day,5412.54,47.2,23.2,36.5,43.9,21.2,33.6,26.6,68.8,0,0,0,,0,0,23,15.8,213.3,1013.2,15.8,9.4,32.5,2.8,2
1/3/2020,2020,1,3,Friday,day,4085.76,47.1,42.3,44.9,47,38.7,43.7,42,89.8,0.15,100,50,rain,0,0,16.1,5.6,232.9,1009.4,84.8,5.9,14,1.3,1
1/4/2020,2020,1,4,Saturday,end,3528.42,51.3,41.1,47.2,51.3,34.8,45.8,45.5,93.9,0.142,100,41.67,rain,0,0,24.7,12.2,326.1,1003.1,95.2,4.2,15,1.2,1
1/5/2020,2020,1,5,Sunday,end,5251.26,42.1,35.1,38.6,35.1,27.6,30.9,22.6,52.8,0.001,100,4.17,rain,0,0,30.7,19.5,310.3,1010.8,93,9.9,33,2.7,2
1/6/2020,2020,1,6,Monday,day,5389.86,47.2,30.9,38.4,44.4,24.6,34.5,26,63.3,0,0,0,,0,0.4,23,14.6,257.7,1014.9,56.4,9.2,33.6,2.9,2
1/7/2020,2020,1,7,Tuesday,day,5726.28,43.2,30.9,36.6,41.5,25.7,32.8,23.2,60.2,0.04,100,25,"rain,snow",0,0.1,15.4,9.1,304.6,1015.3,32,9.2,38.7,3.4,2
1/8/2020,2020,1,8,Wednesday,day,5642.28,39.1,29.1,32.9,31.8,19.2,25.1,21.4,65.9,0,0,0,,0,0.3,32.1,18.4,274.9,1017.2,21.4,9,28.9,2.3,2
1/9/2020,2020,1,9,Thursday,day,6253.8,33.2,21,27.5,32.3,11.3,20.4,8.9,45.5,0,0,0,,0,0,24.1,16,296.7,1038.1,3.7,9.9,38.9,3.4,4
1/10/2020,2020,1,10,Friday,day,4611.18,53.4,26.1,40.3,53.4,20.6,39,32.2,72.9,0,0,0,,0,0,31.1,12.6,212.7,1033.6,70.6,9.9,42.5,3.8,2
1/11/2020,2020,1,11,Saturday,end,2156.7,66.9,47.3,59.4,66.9,46.2,59.2,50.9,74.4,0,0,0,,0,0,29.7,18.2,195.5,1022.2,74.5,9.9,37.4,3.2,2
1/12/2020,2020,1,12,Sunday,end,1958.46,65.8,44.8,60.4,65.8,42.6,60.2,47.4,64.4,0.141,100,20.83,rain,0,0,35.7,25.2,242.5,1018,35.3,9.7,44.8,4,4
1/13/2020,2020,1,13,Monday,day,4346.16,45.1,34.1,40.1,44.2,29.9,37,32.8,75.2,0,0,0,,0,0,14.5,8.9,29.9,1028,32.5,9.9,27.2,2.3,1
1/14/2020,2020,1,14,Tuesday,day,4570.86,45,33.2,39.8,43.1,29.9,37.7,37.7,92.4,0.036,100,20.83,rain,0,0,15.2,5.8,68.3,1023.9,67,6.2,15.8,1.2,1
1/15/2020,2020,1,15,Wednesday,day,3619.56,50.3,38.7,44.3,50.3,37.2,42.1,36.5,76,0,0,0,,0,0,18.8,11.2,292,1020.3,36.9,7.5,39.7,3.4,4
1/16/2020,2020,1,16,Thursday,day,4021.5,48.9,34.1,42.9,43.8,22.9,36.9,30.4,64.5,0.071,100,16.67,rain,0,0,38.7,22.2,301.2,1015.4,60.7,8,34.5,2.8,2
1/17/2020,2020,1,17,Friday,day,6354.18,33.1,20.1,26.6,22.6,9.7,15.6,5.4,40.5,0,0,0,,0,0,35,20.5,333,1034.8,2.1,9.9,39,3.3,4
1/18/2020,2020,1,18,Saturday,end,6847.68,36,19.2,24.1,28.4,12.6,17.7,13.8,67.2,0.184,100,20.83,"rain,snow",0.3,0.3,22.1,11.4,181.9,1027.3,61.6,8.1,18.1,1.5,1
1/19/2020,2020,1,19,Sunday,end,5059.74,41.1,26.1,35.6,33,16.2,28,24.9,66.9,0.008,100,16.67,rain,0,0.1,31,21.3,289.2,1009.1,48.5,9.6,32.5,2.8,3
1/20/2020,2020,1,20,Monday,day,6434.82,32.1,21,25.5,22.6,9.3,15.4,6,44.2,0,0,0,,0,0.1,26.7,15.7,333.2,1024,5.6,9.9,122.7,10.6,5
1/21/2020,2020,1,21,Tuesday,day,6681.78,34.1,17,24.7,25.9,10,17.8,7.1,48,0,0,0,,0,0,19.7,13.4,334.4,1030.4,0.1,9.9,122.3,10.7,5
1/22/2020,2020,1,22,Wednesday,day,6162.66,39,15.3,27,39,11.6,24.5,14.5,60.5,0,0,0,,0,0,11,6.5,295.2,1030.5,0,9.9,127,11,5
1/23/2020,2020,1,23,Thursday,day,5744.76,45.1,19.1,31.8,45.1,17.6,31.3,18.6,61.5,0,0,0,,0,0,9.8,5.3,268.6,1028.5,1.3,9.4,97.5,8.3,4
1/24/2020,2020,1,24,Friday,day,4615.38,53.2,27,39.5,53.2,22.1,37.2,26.4,60.5,0,0,0,,0,0,18.6,12.3,86.8,1025.8,23,9.7,126.2,10.8,6
1/25/2020,2020,1,25,Saturday,end,4094.16,48.2,39,43.2,48.2,31.1,37.2,40.9,91.6,1.37,100,37.5,rain,0,0,45.6,21.2,68.1,1012.4,73.1,7.6,13.5,1.3,1
1/26/2020,2020,1,26,Sunday,end,4352.46,45,34.1,39.5,40,29.1,34.9,30.2,70.5,0,0,0,,0,0,23,11.5,266.6,1009.3,49.8,9.9,49.4,4.2,5
1/27/2020,2020,1,27,Monday,day,4068.12,43.2,33,38.7,38.3,28.9,33.9,28.1,65.9,0,0,0,,0,0,25.7,10.4,256.4,1006.6,84,9.9,43.7,3.9,2
1/28/2020,2020,1,28,Tuesday,day,4109.28,41.1,33.3,37.6,34.7,29.7,31.9,25.1,61,0,0,0,,0,0,28.8,14.7,314.2,1010.5,84.8,9.9,28.8,2.5,2
1/29/2020,2020,1,29,Wednesday,day,5578.02,41.1,28.9,35.9,35.7,22,30.3,18.7,49.7,0,0,0,,0,0,24.2,16.7,331,1017.6,48.9,9.9,63,5.5,5
1/30/2020,2020,1,30,Thursday,day,6088.74,36.1,21.7,29,35.2,14.1,24.9,15.7,57.9,0,0,0,,0,0,14.5,8,20.5,1025,10.1,9.9,47.9,4.1,3
1/31/2020,2020,1,31,Friday,day,5181.54,44.2,28.2,36.4,44.1,22.2,33.8,29.7,76.8,0.031,100,8.33,rain,0,0,11.4,6.7,17.7,1024.7,88,9.5,49.6,4.3,2
2/1/2020,2020,2,1,Saturday,end,4748.94,42.2,36,38.9,42.2,33.6,37.7,36.7,91.8,0.031,100,8.33,rain,0,0,9.4,5.3,330.1,1012.3,93.8,5.7,24.6,2.1,1
2/2/2020,2020,2,2,Sunday,end,4929.12,42.2,33.9,36.9,37,29.2,33,32.5,85,0.094,100,29.17,"rain,snow",0,0,23,11.3,260.3,1001.7,70,6.8,33.6,2.9,2
2/3/2020,2020,2,3,Monday,day,4003.44,57.1,34.2,44.5,57.1,27.7,42.4,34.3,70.3,0,0,0,,0,0,21,12.6,238.1,1008.6,21.7,8,55.6,4.9,4
2/4/2020,2020,2,4,Tuesday,day,3648.12,62,39.9,49.7,62,36.4,48.9,43.1,78.7,0.035,100,20.83,rain,0,0,17.2,9.1,248.3,1008.6,62.1,9.6,44,3.8,2
2/5/2020,2020,2,5,Wednesday,day,5160.96,52.1,37.3,40.8,52.1,31.3,36.3,28.6,63,0.02,100,12.5,rain,0,0,23,13.8,9.1,1014.5,96.6,9.8,32.7,2.8,1
2/6/2020,2020,2,6,Thursday,day,5160.54,43.1,34.2,39.6,43.1,26.2,35.6,38.4,95.6,0.612,100,83.33,"rain,snow",0,0,24.4,17.1,60.2,1002.1,97.7,3.9,11.5,0.8,0
2/7/2020,2020,2,7,Friday,day,4460.4,56.2,34.1,41.4,56.2,23.9,35.4,36.5,83.5,0.282,100,58.33,"rain,snow",0,0,54.8,25.3,271.8,990.6,89.2,5.9,30.2,2.5,2
2/8/2020,2020,2,8,Saturday,end,5533.5,40,28,33.8,34.9,22.7,28.6,19.1,55.1,0,0,0,,0,0,25.3,12.4,268.5,1020.2,33.5,9.9,66.7,5.8,5
2/9/2020,2020,2,9,Sunday,end,5017.32,46.3,26.9,36.8,45,24,34,24.6,62.9,0,0,0,,0,0,16.8,11,220,1030.2,40.1,9.8,60.4,5.2,4
2/10/2020,2020,2,10,Monday,day,4434.36,45.2,39,42.6,43.2,32,38.2,37.9,83.8,0.411,100,62.5,rain,0,0,25.3,14.8,201,1021.2,81.5,7.4,25.5,2,1
2/11/2020,2020,2,11,Tuesday,day,3897.6,49,43.1,45.7,47.9,39.4,44,43.2,91.6,0.294,100,54.17,rain,0,0,19.2,11.2,322.1,1013,93.6,6.2,28.6,2.3,1
2/12/2020,2020,2,12,Wednesday,day,4708.62,44.9,36,40.9,42.7,29.9,36.7,25.8,55.8,0.059,100,12.5,rain,0,0,24.7,13.8,262,1019.7,35.6,9.6,54.7,4.8,3
2/13/2020,2020,2,13,Thursday,day,4933.32,45,36,39.5,42.4,30,36.3,36.9,90.7,0.305,100,58.33,rain,0,0,29.5,13.2,307,1007,84.2,4.9,12.3,1.1,1
2/14/2020,2020,2,14,Friday,day,6342.42,39.8,17.2,29.8,33.8,4.8,20.7,14.1,53,0,0,0,,0,0,27.7,17.1,331,1024.4,30.6,9.9,83.7,7.1,5
2/15/2020,2020,2,15,Saturday,end,7253.4,30.9,11,21.1,23.6,0.8,14.2,2.7,45.5,0,0,0,,0,0,19,9.2,246.6,1034.1,0,9.9,80.8,7.1,4
2/16/2020,2020,2,16,Sunday,end,5433.54,46.4,25.1,35.2,43.4,17.4,31.4,23.9,65.2,0,0,0,,0,0,18.3,8.2,216.4,1021.5,25.7,9.9,93.3,7.9,5
2/17/2020,2020,2,17,Monday,day,4383.96,52.1,32,41.6,52.1,30.5,40.2,24.5,52.7,0,0,0,,0,0,14.3,6.7,357.4,1023.2,21.2,9.9,75.3,6.4,4
2/18/2020,2020,2,18,Tuesday,day,4173.54,57.2,33.8,44.8,57.2,29.3,42.1,37,74,0,0,0,,0,0,24.2,8.7,70.5,1021,60.5,9.9,62.8,5.3,3
2/19/2020,2020,2,19,Wednesday,day,4230.24,48.8,31,43.4,46,28.1,38.8,22.8,46.5,0,0,0,,0,0,29.7,18,313.4,1022.6,30.9,9.9,83.6,7.2,6
2/20/2020,2020,2,20,Thursday,day,6188.28,35.1,26.1,30.6,33.2,18,25.4,12.8,47.9,0,0,0,,0,0,17.4,9.8,337.4,1030,4.2,9.9,74.8,6.6,3
2/21/2020,2020,2,21,Friday,day,6768.3,35.1,19.1,26.7,30.1,9.1,19.3,6.2,42.9,0,0,0,,0,0,22.6,11.3,331.7,1030.9,0.1,9.9,90,7.8,6
2/22/2020,2020,2,22,Saturday,end,5415.48,48.1,24.9,36,43.9,18.1,31.7,8.2,33.1,0,0,0,,0,0,22.5,13.6,251.3,1024.6,0,9.9,95.1,8.3,6
2/23/2020,2020,2,23,Sunday,end,4737.18,54.2,24.2,40.7,54.2,18.7,38.3,12.8,34.6,0,0,0,,0,0,17.9,10.9,229.9,1021.4,4.7,9.9,92.3,7.9,6
2/24/2020,2020,2,24,Monday,day,4171.02,60.3,28.9,45.4,60.3,26.7,44.9,25.5,48.7,0,0,0,,0,0,17.2,9.1,191.9,1015.9,31.2,9.8,83,7.3,6
2/25/2020,2020,2,25,Tuesday,day,3741.78,48,44.1,46.3,47.2,42.1,44.3,43.2,89,0.214,100,37.5,rain,0,0,18.8,11.1,108.7,1010.9,85,6.1,29.6,2.5,1
2/26/2020,2020,2,26,Wednesday,day,3647.7,50.2,44.1,46,50.2,37.6,43.1,44.5,94.4,0,0,0,,0,0,21.9,13.4,86.1,1010.5,99,4.9,35.9,3.2,2
2/27/2020,2020,2,27,Thursday,day,4549.44,44.2,30.8,38.4,40.5,19.8,29.8,24.3,59.8,0.345,100,29.17,rain,0,0,49.6,29.1,274.2,1002.5,64.6,8.9,105.4,9,5
2/28/2020,2020,2,28,Friday,day,5468.4,39.9,28.1,34,33.9,18.3,26.1,15.3,46.1,0,0,0,,0,0,30.4,17.1,259.8,1010.6,50.5,9.9,96.4,8.4,5
2/29/2020,2020,2,29,Saturday,end,6093.78,33.2,26.9,29.7,26.9,18.3,21.7,10.2,43.7,0,0,0,,0,0,28.5,21.5,295.9,1012.8,47.9,9.7,82,7,4
3/1/2020,2020,3,1,Sunday,end,5531.4,43.2,23.2,33.5,37.9,18.3,28.4,14.3,46,0,0,0,,0,0,23.9,14.7,284.1,1020.4,14.4,9.9,112.3,9.7,6
3/2/2020,2020,3,2,Monday,day,3993.78,62.3,28.5,46.6,62.3,22.5,44.5,28.8,52.2,0,0,0,,0,0,27.5,21.3,198.1,1013.9,17.1,9.9,108,9.3,5
3/3/2020,2020,3,3,Tuesday,day,2905.56,56.2,44.1,51,56.2,40.3,50,46,83.5,0.269,100,29.17,rain,0,0,40.1,25.2,207.1,1003.9,49.3,7.6,44.8,3.9,2
3/4/2020,2020,3,4,Wednesday,day,3341.52,56.1,44.1,49.5,56.1,37.4,46.9,30,48.5,0.15,100,4.17,rain,0,0,28.9,15.8,269.2,1007.6,39.9,9.9,119.8,10.3,6
3/5/2020,2020,3,5,Thursday,day,4017.3,51.3,37.2,44.4,51.3,33.3,41.2,24.9,47.7,0,0,0,,0,0,25,16.4,318.1,1017.9,0.7,9.9,106.3,9.2,6
3/6/2020,2020,3,6,Friday,day,5077.8,43.1,30.9,37.4,40.1,25.3,32.2,33.3,85.2,0.181,100,45.83,rain,0,0,27.7,13.5,20.3,1011.6,59,8.7,29.4,2.5,1
3/7/2020,2020,3,7,Saturday,end,4537.26,46.2,35,39.2,40.8,24.8,32.7,20.6,52.3,0.014,100,16.67,rain,0,0,33,22.3,331,1022.1,33.2,9.9,132.5,11.4,7
3/8/2020,2020,3,8,Sunday,end,3840.06,57.1,26.5,43,57.1,23.2,41.3,18.3,39.2,0,0,0,,0,0,20.8,12.9,251.7,1030,0,9.9,130.7,10.8,6
3/9/2020,2020,3,9,Monday,day,3057.6,70.3,36,53.4,70.3,34.5,52.6,26.9,39,0,0,0,,0,0,24.2,15,213.6,1026.7,0,9.9,132.3,11.5,7
3/10/2020,2020,3,10,Tuesday,day,2458.68,65.2,47.4,57.1,65.2,44.6,56.5,42.8,59.1,0.001,100,4.17,rain,0,0,31.8,18.2,219.9,1018.1,46.8,9.9,64.3,5.5,2
3/11/2020,2020,3,11,Wednesday,day,2780.82,57,42.1,50.1,57,37.1,48.6,31.6,50.9,0,0,0,,0,0,23.9,14.5,340.7,1018,34.8,9.9,99,8.6,6
3/12/2020,2020,3,12,Thursday,day,3735.06,51.4,35,43.9,51.4,32.4,41.7,34.1,69.4,0,0,0,,0,0,20.1,12.1,87.8,1018.9,76.4,9.5,54.8,4.8,3
3/13/2020,2020,3,13,Friday,day,2185.26,71.1,46.3,57.2,71.1,41.8,56.4,43.1,69.5,0.342,100,29.17,rain,0,0,31.6,18.3,264.5,1011.5,62.9,6.2,124,10.8,7
3/14/2020,2020,3,14,Saturday,end,2526.72,55.3,42.1,49.1,55.3,38.3,46.9,20.9,33.1,0,0,0,,0,0,23,14.5,310.7,1025.2,19.7,9.9,142.3,12.2,7
3/15/2020,2020,3,15,Sunday,end,2012.64,54.1,38.7,45.3,54.1,35.9,42.9,27.3,53.2,0.002,100,8.33,rain,0,0,19.7,12.4,354.9,1029.6,50.7,9.9,170.9,14.8,7
3/16/2020,2020,3,16,Monday,day,3658.62,45.1,31.9,39.2,41.8,24.2,32.9,21.7,50.4,0,0,0,,0,0,23,13.4,83.3,1032.6,35.3,9.9,103.9,8.9,6
3/17/2020,2020,3,17,Tuesday,day,3119.76,53.2,39.1,45.4,53.2,35,44.2,38.7,78.1,0.161,100,29.17,rain,0,0,23.3,10,300.3,1022.3,81,9,87,7.4,4
3/18/2020,2020,3,18,Wednesday,day,2821.98,56.1,35.8,46.1,56.1,35.6,44.1,29.8,55,0,0,0,,0,0,18.3,14.5,154.6,1029.3,16.2,9.9,140.5,12.1,6
3/19/2020,2020,3,19,Thursday,day,3197.04,51.3,40,46.2,51.3,35.2,43.2,43,89,0.884,100,41.67,rain,0,0,26.6,12.2,62.8,1023.3,96.6,7.6,55.8,4.8,2
3/20/2020,2020,3,20,Friday,day,2042.04,78.3,46.2,59.8,78.3,43.3,59.1,51.8,78.3,0.012,100,12.5,rain,0,0,32.8,18.7,225.2,1014,74.9,6.2,98.6,8.7,5
3/21/2020,2020,3,21,Saturday,end,2008.02,66.9,41.1,49.5,66.9,33,46.7,29.3,46.4,0,0,0,,0,0,26.6,16,342.9,1023.2,28.9,9.9,173,14.9,8
3/22/2020,2020,3,22,Sunday,end,3504.06,44,32,38.1,38.5,22.7,31.3,19.4,47.4,0,0,0,,0,0,24.2,15.9,66.3,1034.9,57.6,9.9,138.4,11.9,6
3/23/2020,2020,3,23,Monday,day,3740.94,42.3,36.1,38.4,36,27.8,31.5,34.4,86.1,0.864,100,58.33,rain,0,0.1,32,16.5,65.8,1025,80.8,6.7,23.7,2.1,1
3/24/2020,2020,3,24,Tuesday,day,2753.52,55.3,35.2,44.8,55.3,29.9,42.4,35.1,70.5,0,0,0,,0,0,21.7,9.9,346.2,1018.8,41.5,9.9,184.9,15.9,9
3/25/2020,2020,3,25,Wednesday,day,3682.56,45,39.1,42.5,39.3,33.7,37,35.7,76.9,0.013,100,8.33,rain,0,0,31,20.2,56.5,1016.7,67.3,9.9,42.1,3.7,2
3/26/2020,2020,3,26,Thursday,day,2447.34,58,33.1,46,58,30.3,44.5,35.6,68.6,0,0,0,,0,0,19,13.6,237.2,1015.1,8.6,9.9,185.6,16,8
3/27/2020,2020,3,27,Friday,day,1656.06,68.1,47.9,56,68.1,44.9,55.2,38.8,57.7,0,0,0,,0,0,17.4,12.2,312.3,1010.6,42.9,9.9,170.4,14.6,7
3/28/2020,2020,3,28,Saturday,end,2785.44,50.9,44.2,47.4,50.9,40.5,43.8,39.6,77.2,0.717,100,66.67,rain,0,0,20.6,11.1,65.1,1016.8,67.8,7.2,20.3,1.7,1
3/29/2020,2020,3,29,Sunday,end,2881.62,50.1,45.1,47.4,50.1,39.9,43.9,46.3,96,0.076,100,8.33,rain,0,0,18.6,13.3,46.8,1012.7,100,3.3,27.9,2.6,1
3/30/2020,2020,3,30,Monday,day,2835.42,53.9,45.1,48.4,53.9,41.1,46.8,46.1,91.9,0.007,100,12.5,rain,0,0,25.1,7.7,104.2,1012.8,95.4,6.4,48.3,4.3,2
3/31/2020,2020,3,31,Tuesday,day,3680.46,46.1,40.9,43.4,45,35.4,40.4,39.4,86.1,0.044,100,33.33,rain,0,0,18.3,9.9,90.2,1014.6,93.5,8.2,51.1,4.4,3
4/1/2020,2020,4,1,Wednesday,day,2958.9,53,38.1,45.3,53,32.8,41.7,30.6,58.9,0,0,0,,0,0,23.5,14.9,8.6,1008.6,63.9,9.9,133.2,11.3,6
4/2/2020,2020,4,2,Thursday,day,2503.62,56.1,37.2,47.1,56.1,30,43.5,26.6,45.5,0,0,0,,0,0,39.6,23.6,327.5,1006.6,11.4,9.9,206.5,17.8,9
4/3/2020,2020,4,3,Friday,day,2358.3,56.8,45.2,50,56.8,37.5,46.5,34.4,55.9,0.002,100,8.33,rain,0,0,32.2,25.4,332.9,1005.6,73.3,9.9,119.3,10.4,5
4/4/2020,2020,4,4,Saturday,end,2504.88,57,46.9,51.1,57,43.5,49.3,42.4,72.6,0,0,0,,0,0,19.2,9.9,16.4,1014.2,63.3,9.9,106.7,9.1,5
4/5/2020,2020,4,5,Sunday,end,2130.66,66,42.3,53.9,66,40.7,53.4,43.2,70.4,0,0,0,,0,0,19.7,10,236,1015.9,45.6,8.6,131.3,11.3,6
