datetime,Year,Month,Day,dayofweek,weekdayend,NetEnergyUse,EnergyUseIn,EnergyUseOut,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
1/1/2019,2019,1,1,Tuesday,day,1564.85,1370.46,-194.39,60.1,42.8,52.6,60.1,38.8,51.6,42.2,69.5,0.276,100,20.83,rain,0,0,45,22.2,285.4,1010.9,71,8.5,48.4,4.3,3
1/2/2019,2019,1,2,Wednesday,day,1753.71,1640.03,-113.68,42.1,34.1,38.6,40.7,29.8,35.2,28.7,67.8,0,0,0,,0,0,16.3,10,100.5,1023.5,81.3,9.9,48,4.2,2
1/3/2019,2019,1,3,Thursday,day,1821.54,1820.21,-1.33,44.1,30.8,39.7,39.8,27.9,36.8,30.3,69.7,0,0,0,,0,0,25.7,13.5,322.1,1014.4,44.4,9.9,39.6,3.5,2
1/4/2019,2019,1,4,Friday,day,1744.54,1720.04,-24.5,46.1,28.1,37.8,44,22.2,34.7,30.9,76.5,0,0,0,,0,0,20.4,10.2,217.1,1013.8,13.2,9.3,42.1,3.6,2
1/5/2019,2019,1,5,Saturday,end,1841,1841,0,46.8,41,44.1,43.8,36.6,39.6,41.4,90.5,0.445,100,62.5,rain,0,0,25.3,13.4,3.1,1000.8,70.4,5.6,17.5,1.6,1
1/6/2019,2019,1,6,Sunday,end,2020.27,1656.41,-363.86,51.9,34,42.6,51.9,25,37.9,29.3,61.3,0,0,0,,0,0,33.1,19,307.2,1014.5,48.2,9.9,39.3,3.4,2
1/7/2019,2019,1,7,Monday,day,2028.11,1706.53,-321.58,34,26.8,31,34,16.8,25.4,13.7,49.2,0.001,100,4.17,"rain,snow",0,0,18.1,11,10.9,1029.2,20.7,9.9,41.7,3.7,3
1/8/2019,2019,1,8,Tuesday,day,2118.97,2118.97,0,42.1,31.9,37.2,41,26.4,34.3,34.5,90.1,0.238,100,16.67,"rain,snow",0,0,28.9,7.3,48.8,1013.8,89.7,4.8,20.7,1.9,1
1/9/2019,2019,1,9,Wednesday,day,2014.04,1625.89,-388.15,46.1,34,41.7,42.1,24.9,35,26.5,56.5,0.098,100,16.67,rain,0,0,32.4,18.4,293.5,1003.2,52.8,9.5,43.2,3.9,4
1/10/2019,2019,1,10,Thursday,day,1841,1805.16,-35.84,37,30.7,33.2,28.8,19.7,23.5,16.7,50.5,0,0,0,,0,0,34.7,24.4,306.4,1008.8,60.5,9.9,45.9,4.1,2
1/11/2019,2019,1,11,Friday,day,2107.84,1631.14,-476.7,33.1,21.8,27.8,24.7,9.6,18.1,6.7,41.4,0,0,0,,0,0,33,19.9,323.6,1023.7,14.1,9.9,49.6,4.2,4
1/12/2019,2019,1,12,Saturday,end,2016,1558.76,-457.24,33.1,19,26.8,32.9,13.3,23.9,7.9,45.2,0,0,0,,0,0,10.7,5.5,318.7,1032.4,38.6,9.9,43.3,3.9,3
1/13/2019,2019,1,13,Sunday,end,1992.55,1992.55,0,30.7,26,28.3,30.5,16.9,20.8,17,64.2,0.002,100,8.33,"rain,snow",0.7,0.7,21,13.6,41.5,1027.8,81.7,8.5,23.2,1.9,1
1/14/2019,2019,1,14,Monday,day,2163.63,1690.71,-472.92,34.9,21.6,26.8,34.9,9.1,19.3,12.2,54.5,0,0,0,,0,0.4,21.3,13.4,6.4,1022.9,17.1,9.9,54.6,4.6,4
1/15/2019,2019,1,15,Tuesday,day,2110.64,1738.94,-371.7,36,19.4,28.1,33,12.8,23.7,14.5,57.3,0,0,0,,0,0.1,14.5,11.3,305.7,1020.1,0.1,9.9,48.7,4.2,4
1/16/2019,2019,1,16,Wednesday,day,2240.7,2240.7,0,38,22.9,31.6,34.1,17.1,26.4,21.9,67.9,0,0,0,,0,0,27.3,9.2,258.7,1019.1,64,8.8,29.3,2.4,1
1/17/2019,2019,1,17,Thursday,day,1881.6,1773.94,-107.66,34.1,24.9,29.8,30.9,17.1,24.2,12.7,49.6,0,0,0,,0,0,17.2,9.2,38,1026.1,20.5,9.9,41.1,3.6,2
1/18/2019,2019,1,18,Friday,day,1932.49,1932.49,0,35.1,28.1,31.6,35.1,23.1,28.8,28.8,89.2,0.056,100,16.67,"rain,snow",0.2,0.2,13.2,5.8,320.1,1019.4,87.2,3.6,27.3,2.4,1
1/19/2019,2019,1,19,Saturday,end,1712.13,1712.13,0,38.9,29.8,34.6,33.7,24.5,30,26.9,74.3,0.387,100,16.67,rain,0,0.2,26.6,13.4,72.9,1019.7,92.5,8.1,28.5,2.4,1
1/20/2019,2019,1,20,Sunday,end,1774.92,1678.67,-96.25,43.2,16.1,32.4,41.6,-0.8,23.2,26.5,79.9,1.158,100,54.17,rain,0.2,0.7,35.8,21.7,337.3,999.4,74.8,7.8,26.1,2.1,1
1/21/2019,2019,1,21,Monday,day,2426.62,1673.98,-752.64,17,7.1,12.6,2.7,-11.3,-4,-6.6,41.9,0,0,0,,0,0.5,37.6,22.9,305.8,1020,8.2,9.9,63.7,5.5,4
1/22/2019,2019,1,22,Tuesday,day,2272.62,1691.2,-581.42,30.8,11.8,21.1,26.4,-1.2,12.5,3.2,46.7,0,0,0,,0,0.1,21.9,14,291.7,1035.8,0.3,9.9,65,5.6,5
1/23/2019,2019,1,23,Wednesday,day,2087.4,1973.44,-113.96,52.1,26.2,36.9,52.1,19.3,31.7,24.5,61.1,0,0,0,,0,0,34.4,13.8,188.1,1023.6,57.8,9.9,53.1,4.5,4
1/24/2019,2019,1,24,Thursday,day,2125.34,2125.34,0,60,35.8,51.6,60,28.6,49.6,47.2,85,0.956,100,66.67,rain,0,0,35.6,23.8,208.9,1001.7,91.3,7.8,11,1,1
1/25/2019,2019,1,25,Friday,day,1941.03,1580.18,-360.85,38.8,27.9,33.9,30.8,19.8,26.8,15.5,47.8,0,0,0,,0,0,26,18.3,274.8,1015.2,39.8,9.9,59.8,5.2,5
1/26/2019,2019,1,26,Saturday,end,1858.5,1532.79,-325.71,34.1,18.9,27.4,31.8,17.3,23.9,10.7,50,0,0,0,,0,0,17,8.1,190.7,1023.5,38,9.9,61.9,5.2,4
1/27/2019,2019,1,27,Sunday,end,1747.9,1506.75,-241.15,47.7,22.9,36.4,42,22.8,33.2,23.3,60.9,0,0,0,,0,0,29.1,14.7,215.2,1016.9,46.6,9.9,55.6,5,3
1/28/2019,2019,1,28,Monday,day,1771.77,1654.59,-117.18,35.9,21.8,28.4,31.8,15,22.8,10.9,47.9,0,0,0,,0,0,19.2,10.4,1.2,1017.4,0.3,9.9,68.7,5.9,3
1/29/2019,2019,1,29,Tuesday,day,2271.85,2271.85,0,41.9,19,31,37.6,14.6,26.9,24.2,76.3,0.227,100,37.5,"rain,snow",0,0,20.8,11,155.3,1012.4,71.4,8.4,32.4,2.8,1
1/30/2019,2019,1,30,Wednesday,day,2199.4,1896.3,-303.1,31.7,4.9,19.9,22.5,-11.2,7.4,4.2,50.7,0,0,0,,0,0.2,42.1,25.1,271.1,1015,15.4,9.3,61,5.1,5
1/31/2019,2019,1,31,Thursday,day,2190.3,1795.5,-394.8,16,2,8.8,11.5,-14.1,-3.1,-9.6,42.3,0,0,0,,0,0,23,16.7,269.7,1028.6,0.2,9.9,75.2,6.5,5
2/1/2019,2019,2,1,Friday,day,2045.82,2039.45,-6.37,17.8,7,12.9,17.8,-0.3,8.9,4.1,68.6,0.002,100,8.33,snow,0,0.2,11.4,5.7,267.5,1029.8,39.8,8.3,56.1,5,2
2/2/2019,2019,2,2,Saturday,end,2076.34,1726.55,-349.79,31.8,10.7,21.2,23.6,1.6,13.5,13.9,73.8,0,0,0,,0,0.2,24.8,13.7,240.6,1024.8,0.2,8,73.6,6.4,4
2/3/2019,2019,2,3,Sunday,end,1916.39,1532.37,-384.02,59,23.7,37.8,59,19.9,36.5,27.2,67.8,0,0,0,,0,0.1,14.8,7.6,227.8,1020.2,2.5,7.5,70.8,6.2,4
2/4/2019,2019,2,4,Monday,day,1887.34,1535.38,-351.96,62.8,29.8,44,62.8,26.7,43.6,32.5,65.7,0,0,0,,0,0,10.3,6.9,202.4,1017.4,1,8,76.1,6.6,5
2/5/2019,2019,2,5,Tuesday,day,1876.35,1558.2,-318.15,68.8,33.4,51.3,68.8,32.1,51,39.4,66.2,0,0,0,,0,0,19.7,11,290.9,1014.7,12.8,8.7,80.3,6.9,5
2/6/2019,2019,2,6,Wednesday,day,1769.67,1623.09,-146.58,50.9,36.6,43.9,50.9,34.3,41,33.4,67.8,0.286,100,20.83,rain,0,0,26.4,11,72.1,1019.9,45.7,8.9,55.5,4.9,4
2/7/2019,2019,2,7,Thursday,day,1947.54,1946.28,-1.26,47.6,40.4,44.4,46.7,35.1,40.8,39.6,83.5,0.104,100,12.5,rain,0,0,17.2,9.2,50.9,1017.1,98.4,7.3,44.1,3.9,2
2/8/2019,2019,2,8,Friday,day,2007.11,1897.98,-109.13,56.5,33.8,44.8,56.5,23.9,40.9,30.8,63.5,0.131,100,37.5,rain,0,0,38.9,19.9,282.5,1015.9,52.7,7.1,58.1,5,5
2/9/2019,2019,2,9,Saturday,end,2187.64,1520.89,-666.75,35.6,26.6,30.5,29.4,14.7,21.7,7,36.9,0,0,0,,0,0,36.3,22.4,319.8,1035.2,0,9.9,93.7,8,6
2/10/2019,2019,2,10,Sunday,end,1865.57,1553.51,-312.06,36.9,20.5,30.1,35.6,16,26.4,11.3,46.5,0,0,0,,0,0,16.8,9.1,287.2,1035.3,20.1,9.9,69.8,6,4
2/11/2019,2019,2,11,Monday,day,2114.63,2110.5,-4.13,38.5,30.5,34.5,38.5,26.2,31.9,24.8,68.1,0.046,100,33.33,"rain,snow",0.8,0.1,12.8,9,62.6,1025.9,86.1,7.1,48.2,4.1,2
2/12/2019,2019,2,12,Tuesday,day,2386.79,2386.79,0,38.7,31.8,34.7,33.3,21.4,27.4,28.5,78.1,0.616,100,70.83,"rain,snow",1.2,0.1,29.8,16.1,69.1,1019.9,90,4.8,20.4,1.9,1
2/13/2019,2019,2,13,Wednesday,day,2003.68,1957.13,-46.55,43.7,34.9,38.5,36.2,28.2,32.3,27.3,65.7,0.203,100,37.5,rain,0,0.7,34.3,22.9,271.1,1006.1,70.2,9.1,51.7,4.4,3
2/14/2019,2019,2,14,Thursday,day,1998.99,1537.34,-461.65,47.8,34.7,39.6,44,26.7,34.9,21.7,49.3,0,0,0,,0,0.5,22.4,12.8,253.2,1015.9,34.3,9.9,90.5,7.8,5
2/15/2019,2019,2,15,Friday,day,1866.2,1563.24,-302.96,62.9,39.8,52,62.9,36.2,50.5,35.8,54.8,0,0,0,,0,0.1,28,20.2,203,1006.6,54,9.9,68,5.8,5
2/16/2019,2019,2,16,Saturday,end,2096.5,1261.05,-835.45,49.8,31.8,41.1,45.2,23.9,35.5,18.9,41.2,0,0,0,,0,0,25.3,13.6,328.8,1010.9,9.2,9.9,103.4,9,6
2/17/2019,2019,2,17,Sunday,end,1798.65,1433.11,-365.54,38.7,24.7,32.9,37.8,18,27.9,19,57.1,0.066,100,8.33,"rain,snow",0,0,16.8,13.1,35.2,1017.8,30.1,9.6,58.1,4.9,4
2/18/2019,2019,2,18,Monday,day,1828.61,1693.44,-135.17,44.7,29.8,37.7,37.8,20.9,31.8,28.8,72.1,0.061,100,25,"rain,snow",0.3,0.3,32.8,17.4,308.7,1014.1,84,8,56.7,5,3
2/19/2019,2019,2,19,Tuesday,day,2126.46,1548.26,-578.2,38.7,24.8,31.1,32.9,15.5,24,10.9,43.4,0,0,0,,0,0.1,23,15.5,322.1,1033.5,0.5,9.9,110.2,9.5,6
2/20/2019,2019,2,20,Wednesday,day,2375.1,2375.1,0,34.9,27.9,31,30.6,21.9,26.4,20.9,68.1,0.194,100,37.5,"rain,snow",1.4,0,31.3,10.1,63.8,1030.9,59.4,5.4,14.2,1.2,1
2/21/2019,2019,2,21,Thursday,day,2121.42,1601.88,-519.54,52.9,34.9,43,52.9,26.4,39.3,32.7,70,0.214,100,16.67,"rain,snow",0,0.6,27.1,15.7,283.6,1015.5,45,7.1,118.8,10.4,6
2/22/2019,2019,2,22,Friday,day,1510.81,1421.56,-89.25,47.6,36.9,43.1,44.9,33.2,39.5,24.4,47.6,0,0,0,,0,0.4,19.7,12.3,338.8,1026.6,0.7,9.9,76.1,6.5,3
2/23/2019,2019,2,23,Saturday,end,1545.88,1461.18,-84.7,42.7,32.8,37.6,42.7,27.8,34,26.5,64.6,0.026,100,16.67,rain,0,0.1,13,6.9,65.8,1028.8,31.9,9.1,65.4,5.6,3
2/24/2019,2019,2,24,Sunday,end,1765.33,1764.7,-0.63,48.6,38.8,44.5,43.2,32.1,39.6,39.1,82.9,0.418,100,50,rain,0,0,38,18.6,253.6,1003.5,88.7,6.1,27.6,2.4,1
2/25/2019,2019,2,25,Monday,day,2186.17,1405.11,-781.06,44.7,31.8,39.4,38.2,22.9,30.1,12.9,33.5,0,0,0,,0,0,47.1,27.9,285.1,1011.2,20.1,9.9,124.3,10.7,6
2/26/2019,2019,2,26,Tuesday,day,2133.04,1525.16,-607.88,41.8,28.7,33.7,34.1,19.5,25.7,12,40.4,0,0,0,,0,0,25.3,16,302,1027.2,7.3,9.9,110.2,9.4,7
2/27/2019,2019,2,27,Wednesday,day,1738.24,1653.4,-84.84,37.6,25.8,30.7,30.8,16.6,23.2,12.8,48.2,0,0,0,,0,0,19.9,13.3,99,1025.3,85.4,9.9,85.8,7.3,4
2/28/2019,2019,2,28,Thursday,day,2139.21,1428.01,-711.2,40.7,29.8,34.5,36.4,22.7,29,17.8,53.9,0,0,0,"rain,snow",0.1,0.1,30.5,19.2,357.3,1019.9,33.1,9.4,126.1,11,7
3/1/2019,2019,3,1,Friday,day,2042.18,2042.18,0,35.8,27.9,33.3,32.7,20.7,27.1,24.4,70.7,0.089,100,37.5,"rain,snow",0.3,1,19,12.2,56.9,1024.5,95.2,7.7,44.5,3.9,3
3/2/2019,2019,3,2,Saturday,end,1552.88,1522.99,-29.89,40.8,33.8,36.8,37.7,25.4,31.4,30.8,79.2,0.276,100,29.17,"rain,snow",1.2,2.7,19.9,11.4,337.2,1017.2,75.4,8.3,61.1,5.2,2
3/3/2019,2019,3,3,Sunday,end,1666.28,1495.48,-170.8,43.8,33.7,38.1,43.8,27.1,34.6,30.1,73.8,0.17,100,29.17,"rain,snow",0,1.7,17.2,10.2,73.1,1016.9,69.9,6.2,74,6.4,4
3/4/2019,2019,3,4,Monday,day,2258.69,2258.69,0,38.6,26.8,34.5,31.1,17.2,27,23.8,66.4,0.155,100,37.5,"rain,snow",3.6,2.2,24.2,16,313.9,1009.5,56,8.7,110.9,9.5,8
3/5/2019,2019,3,5,Tuesday,day,2276.26,2276.26,0,29.2,17.8,24.5,26.9,12.3,16.9,8,49.4,0,0,0,,0,0.4,30.7,14.3,274.2,1016.8,7.1,9.9,141,12.1,7
3/6/2019,2019,3,6,Wednesday,day,2188.41,2119.11,-69.3,23.2,17,20.5,15.3,5.7,9.8,4.5,49.7,0,0,0,,0,0.1,29.6,18.3,289.8,1021.1,28.1,9.9,116.6,10.2,7
3/7/2019,2019,3,7,Thursday,day,1996.47,1939.84,-56.63,32.1,15.8,24,27.8,8.7,17.8,10.5,56.5,0,0,0,,0,0.1,24.2,12.7,261.9,1025.8,49.4,9.9,88.8,7.7,4
3/8/2019,2019,3,8,Friday,day,1894.62,1609.23,-285.39,38.2,18.8,29.7,34.9,12.2,26.8,18.2,64,0,0,0,,0,0.7,16.3,9,254.9,1026.7,32.2,9.8,114.2,9.7,5
3/9/2019,2019,3,9,Saturday,end,2351.44,1275.89,-1075.55,48,30,38,46,28.9,35.7,25.3,63.3,0,0,0,,0,0.8,14.5,11.9,105.1,1024.9,26.9,8.7,157.5,13.7,7
3/10/2019,2019,3,10,Sunday,end,1867.46,1867.46,0,43.3,34,39.5,41.2,26.1,34.6,38.6,96.5,0.878,100,37.5,"rain,snow",0.1,0.6,30,13.5,62.6,1016.7,94.1,3,30.9,2.5,1
3/11/2019,2019,3,11,Monday,day,2127.65,1344,-783.65,53.1,39.2,46.1,53.1,34.1,42.4,29.2,55.9,0,0,0,,0,0.1,27.6,14.6,277.3,1016.9,17.7,8.9,157.8,13.7,6
3/12/2019,2019,3,12,Tuesday,day,2232.79,1347.5,-885.29,44.9,31.8,38,38.7,25.7,31.7,18.7,45.9,0,0,0,,0,0,30.9,15.9,323.2,1022.5,7.4,9.9,167,14.6,8
3/13/2019,2019,3,13,Wednesday,day,1890.21,1456.56,-433.65,48.8,24.9,38.1,46.3,20.5,35.4,22.4,55.2,0,0,0,,0,0,16.3,10.1,198.6,1026.3,12.5,9.9,119.8,10.4,5
3/14/2019,2019,3,14,Thursday,day,1896.79,1247.33,-649.46,67.9,39.5,51.3,67.9,36.3,50,36.4,57,0,0,0,,0,0,23.7,16.5,168,1020.3,26.9,9.9,148.9,12.9,7
3/15/2019,2019,3,15,Friday,day,1592.01,1148.28,-443.73,73.2,54.1,63.7,73.2,54.1,63.7,54.5,72.5,0.272,100,16.67,rain,0,0,32.6,19.4,209.4,1008.3,44.8,9.8,111.8,9.8,5
3/16/2019,2019,3,16,Saturday,end,2441.11,1282.4,-1158.71,55.9,38,46,55.9,29.2,40.7,25.1,44.4,0,0,0,,0,0,35.6,21.8,296.1,1014.9,41.9,9.9,164.5,14.2,8
3/17/2019,2019,3,17,Sunday,end,2484.37,1186.22,-1298.15,44.3,29.1,36.9,39.6,23.1,31.6,14.2,40,0,0,0,,0,0,22.8,12.7,294.5,1021.7,7.3,9.9,195.7,17,8
3/18/2019,2019,3,18,Monday,day,1994.93,1352.4,-642.53,46,28,36.4,42,22.9,33.5,16,44.2,0,0,0,,0,0,18.3,10.8,314.6,1024.7,46.7,9.9,146.9,12.8,7
3/19/2019,2019,3,19,Tuesday,day,2342.62,1332.24,-1010.38,48.8,27,38.3,46,22.5,35.4,18.4,48.2,0,0,0,,0,0,18.1,7.5,320.5,1028.7,15.7,9.9,174.2,15.1,7
3/20/2019,2019,3,20,Wednesday,day,2134.44,1253.42,-881.02,52.1,26.9,40.5,52.1,23.5,38.3,26.4,62,0,0,0,,0,0,20.6,13.5,169.7,1027.2,5.5,9.3,168.7,14.4,7
3/21/2019,2019,3,21,Thursday,day,2129.68,2129.68,0,47.9,41,44.4,43.4,36.5,39.5,41.3,89.2,0.932,100,79.17,rain,0,0,35.1,17,80.9,1014.1,92.6,6.3,22.3,2,1
3/22/2019,2019,3,22,Friday,day,1787.66,1581.65,-206.01,48.9,38.1,42.9,43.8,30.1,35.9,36.2,79,0.434,100,62.5,rain,0,0,36.1,20.2,308.9,996.6,81.2,9.1,93.8,8.2,5
3/23/2019,2019,3,23,Saturday,end,2517.77,1210.54,-1307.23,50,34.1,41.5,50,23.8,34.4,17.9,41.4,0,0,0,,0,0,34.1,21.4,296.3,1011.8,22.2,9.9,215.3,18.7,8
3/24/2019,2019,3,24,Sunday,end,2348.32,1240.16,-1108.16,59.1,32.3,47.6,59.1,31.7,46.2,18.1,31.5,0,0,0,,0,0,44.7,15.8,246.8,1020.4,3.8,9.9,189.2,16.5,8
3/25/2019,2019,3,25,Monday,day,0,0,0,52.8,39,47.8,52.8,34.5,46.2,30.8,53.1,0.026,100,20.83,rain,0,0,19.7,10.9,349.6,1017.1,87.4,9.9,45.7,4,1
3/26/2019,2019,3,26,Tuesday,day,0,0,0,48,29.9,39.5,43.2,22.2,33.3,9.3,31,0,0,0,,0,0,25.3,16.1,3.7,1023.2,11,9.9,220.9,19.3,8
3/27/2019,2019,3,27,Wednesday,day,0,0,0,47.9,28.1,37.8,44.6,21.9,32.9,14,38.7,0,0,0,,0,0,19.7,13,91.8,1031.4,0.1,9.9,209.3,18.1,8
3/28/2019,2019,3,28,Thursday,day,0,0,0,57.9,26.8,42.8,57.9,26.8,41.4,28.1,59.9,0,0,0,,0,0,21.9,11.1,190.5,1027.8,6.9,9.9,199.9,17.2,8
3/29/2019,2019,3,29,Friday,day,0,0,0,58,43.4,51.6,58,41.8,51,41.4,68.3,0,0,0,,0,0,17.4,7.9,208.9,1019.4,86.2,9.9,65.9,5.7,3
3/30/2019,2019,3,30,Saturday,end,0,0,0,74.1,49,60,74.1,48.3,59.8,44,59.3,0,0,0,,0,0,29.2,19.4,171.9,1014.5,32.1,9.9,177.9,15.3,8
3/31/2019,2019,3,31,Sunday,end,0,0,0,60.4,39.7,53.3,60.4,30.9,51.8,40.9,63.6,0.081,100,25,rain,0,0,28.6,17.2,262.5,1007.1,59.5,9.6,65.6,5.5,5
4/1/2019,2019,4,1,Monday,day,0,0,0,46.3,29.9,37.8,43,20.2,31.3,14.5,39.1,0,0,0,,0,0,25.6,17.6,308.1,1022.3,0.2,9.9,233.2,20.2,9
4/2/2019,2019,4,2,Tuesday,day,0,0,0,52,28.7,39.9,52,25.7,37,25.2,56.8,0,0,0,,0,0,24.6,14.8,107.9,1025.4,22.3,9.9,138.8,12,6
4/3/2019,2019,4,3,Wednesday,day,0,0,0,65.1,37.1,51.2,65.1,32.4,49,27.2,46.7,0,0,0,,0,0,39.1,27.3,280.7,1017.1,5.5,9.9,228.2,19.7,8
4/4/2019,2019,4,4,Thursday,day,0,0,0,61.1,38.4,51,61.1,38.4,50.2,21.7,32,0,0,0,,0,0,21.3,14.1,318.3,1027.3,5.5,9.9,228.4,19.5,8
4/5/2019,2019,4,5,Friday,day,0,0,0,45.8,38.1,40.8,42.3,31.2,35.2,25.6,59.1,0.183,100,37.5,rain,0,0,23.5,13.3,73.3,1028.8,80.3,9.2,56.5,4.6,2
4/6/2019,2019,4,6,Saturday,end,0,0,0,65.3,39.1,50.7,65.3,34.2,49.1,42.8,77.7,0,0,0,,0,0,15.2,7.9,337.9,1021.7,57.9,6.9,226.3,19.5,8
4/7/2019,2019,4,7,Sunday,end,0,0,0,69.1,41,56.4,69.1,38.3,56.3,43.2,63.7,0,0,0,,0,0,23,15.3,170.8,1021.9,16.4,9.9,184.3,15.9,7
4/8/2019,2019,4,8,Monday,day,0,0,0,78.2,52.2,65.1,78.2,52.2,65.1,53.8,70.6,0.242,100,25,rain,0,0,29.1,14.1,234.7,1009.7,60,7.9,165.1,14.2,8
4/9/2019,2019,4,9,Tuesday,day,0,0,0,69.1,46.3,56.7,69.1,42.2,56.1,48.9,76.5,0.083,100,8.33,rain,0,0,26.4,16.6,99.2,1003.4,36.7,8.3,190.9,16.4,7
4/10/2019,2019,4,10,Wednesday,day,0,0,0,59.2,41.2,51,59.2,40.6,50.3,34.9,57.3,0,0,0,,0,0,23.6,16.5,335.3,1009.8,21.4,9.7,234.3,20.1,10
4/11/2019,2019,4,11,Thursday,day,0,0,0,52.2,38.9,44.9,52.2,32.3,41.6,24.8,45.9,0,0,0,,0,0,19.2,12.2,81.2,1022.2,69.6,9.9,151.6,13.2,8
4/12/2019,2019,4,12,Friday,day,0,0,0,72.1,45,57.1,72.1,42,56.1,44,63.2,0.272,100,29.17,rain,0,0,32,17.8,158.8,1021.5,79.9,9.3,156.8,13.5,7
4/13/2019,2019,4,13,Saturday,end,0,0,0,75.8,60.2,66,75.8,60.2,66,58.2,78,0.137,100,16.67,rain,0,0,30.9,12.5,206.7,1016.7,48.8,9.1,155,13.4,8
4/14/2019,2019,4,14,Sunday,end,0,0,0,70.2,56.9,64,70.2,56.9,64,61.4,91.7,0.013,100,8.33,rain,0,0,23.9,13.5,171.3,1009.5,67.2,7,58.2,5.1,2
4/15/2019,2019,4,15,Monday,day,0,0,0,70,46.1,56.4,70,39.1,54.3,46,70,0.956,100,37.5,rain,0,0,42.3,25.4,269.5,999.1,72.3,9.3,94.5,8.1,4
4/16/2019,2019,4,16,Tuesday,day,0,0,0,64.2,38.5,51.5,64.2,33.8,49.8,26.6,39.6,0,0,0,,0,0,26.6,18,293,1015.9,28.8,9.9,247.1,21.3,9
4/17/2019,2019,4,17,Wednesday,day,0,0,0,59.9,48.8,53.3,59.9,46.5,53,35.2,51.7,0,0,0,,0,0,19.7,13.5,94.5,1019.4,92.2,9.9,175.3,15.1,6
4/18/2019,2019,4,18,Thursday,day,0,0,0,79,50,62.6,79,47.3,62.3,49.7,63.8,0,0,0,,0,0,29,16.8,155.5,1015.4,57.6,9.8,167.2,14.4,8
4/19/2019,2019,4,19,Friday,day,0,0,0,75.8,63.1,68.9,75.8,63.1,68.9,61.1,76.5,0.102,100,25,rain,0,0,34.8,20.4,187.1,1007.5,60.7,9.7,105.4,8.9,5
4/20/2019,2019,4,20,Saturday,end,0,0,0,71.1,56.1,65.2,71.1,56.1,65.2,59.2,82.3,0.957,100,45.83,rain,0,0,32.9,17.9,170.1,1005.4,54.8,8.7,100.5,8.7,6
4/21/2019,2019,4,21,Sunday,end,0,0,0,66,51.3,59,66,51.3,59,49.6,72.9,0,0,0,,0,0,19.2,10.8,247.3,1013.5,60.1,9.9,159.1,13.8,7
4/22/2019,2019,4,22,Monday,day,0,0,0,64.1,51.2,58.8,64.1,51.2,58.8,50.2,73.5,0.016,100,16.67,rain,0,0,26.2,16.9,348,1016.5,51.8,9.9,108.9,9.4,5
4/23/2019,2019,4,23,Tuesday,day,2093,962.43,-1130.57,77.1,51.2,64.9,77.1,51.2,64.9,48.1,57.9,0,0,0,,0,0,19.7,13.5,244.2,1012.9,15.2,9.9,241.1,20.8,9
4/24/2019,2019,4,24,Wednesday,day,2319.87,919.8,-1400.07,70.2,56.7,64.8,70.2,56.7,64.8,44.5,49.4,0.011,100,4.17,rain,0,0,23.9,14.9,292.8,1007.6,11,9.9,260.9,22.5,9
4/25/2019,2019,4,25,Thursday,day,1529.43,1073.45,-455.98,63.9,50.1,56.2,63.9,50.1,56.2,44.6,65.5,0.001,100,4.17,rain,0,0,18.3,10,96.2,1012.7,34.7,9.9,142,12.3,7
4/26/2019,2019,4,26,Friday,day,1671.07,1605.23,-65.84,66,51.3,56.9,66,51.3,56.9,53.6,89.2,0.999,100,66.67,rain,0,0,35.1,13.5,118.5,1001.6,85.4,8.3,49.8,4.2,3
4/27/2019,2019,4,27,Saturday,end,2579.55,889.88,-1689.67,65.1,48.9,56.5,65.1,44.3,56.1,32.9,42.6,0,0,0,,0,0,40.1,22.8,282.1,1002,31.2,9.9,198.7,17.1,7
4/28/2019,2019,4,28,Sunday,end,1687.44,1149.73,-537.71,59.1,44.1,51.5,59.1,40.9,50.4,41.7,69.9,0,0,0,,0,0,28.2,14.8,30.7,1014.8,70.2,9.9,111.1,9.4,7
4/29/2019,2019,4,29,Monday,day,2217.59,1034.45,-1183.14,61,36.1,49.2,61,33.8,48,33,55.9,0,0,0,,0,0,19.7,13.4,141.5,1026.6,29.4,9.7,243.5,21.1,9
4/30/2019,2019,4,30,Tuesday,day,1422.86,1096.2,-326.66,70.2,47.1,56.7,70.2,45.2,56.3,51.2,83.6,0.173,100,33.33,rain,0,0,24.2,11.3,97,1022.6,80.6,7.4,110.5,9.6,4
5/1/2019,2019,5,1,Wednesday,day,2284.37,1319.84,-964.53,56.1,50,53.2,56.1,50,53.2,47.8,82.4,0,0,0,,0,0,26.8,12.2,101.1,1026.9,96.3,8,66.7,5.8,2
5/2/2019,2019,5,2,Thursday,day,1029.4,953.81,-75.59,80.2,50,60.8,81.2,50,60.8,55,84,0,0,0,,0,0,20.8,13.4,94.8,1019.3,66.6,6.4,239.9,20.9,9
5/3/2019,2019,5,3,Friday,day,1739.72,1146.57,-593.15,60.5,48.9,53.6,60.5,45,53.1,50.9,90.6,0,0,0,,0,0,20.1,10,76.3,1017.6,89.9,7.6,79.3,6.9,3
